Name,Ra_1,Dec_1,a26_1,b/a,AB,Kmag,f_Kmag,W50,TType,Tdw1,Tdw2,RVel,Dis,f_Dis,A26_1a,inc,Vm,AB_int,SBB,logKLum,logM26,l_logMHI,logMHI,VLG,Theta1,MD,Theta5,Thetaj,l_mag_B,mag_B,e_mag_B,l_mag_FUV,mag_FUV,e_mag_FUV,l_mag_HI,mag_HI,e_mag_HI,l_mag_Ha,mag_Ha,e_mag_Ha,cz,e_cz,e_W50,r_W50,DM,e_DM,BMag,l_SFRHa,logSFRHa,l_PHa,PHa,l_FHa,FHa,l_SFRFUV,logSFRFUV,l_PFUV,PFUV,l_FFUV,FFUV,KLum,M26,MHI,SFRHa,SFRFUV,SFR_UNGC,logSFR_UNGC,SFR_UNGC_Gyr,logSFR_UNGC_Gyr,StellarMass,logStellarMass,PGC,OBJNAME,ID_NED,ID_NEDD,ID_IRAS,ID_2MASS,SDSS_PHOTID,SDSS_SPECID,RA_2,DEC_2,F_ASTROM,R1,R2,PA,RSOURCE,RFLAG,T,E_T,INCL,V,E_V,V_VIR,E_V_VIR,NDIST,EDIST,D,E_D,D_LO68,D_HI68,D_LO95,D_HI95,DMETHOD,UT,BT,VT,IT,E_UT,E_BT,E_VT,E_IT,AG,AI,S12,S25,S60,S100,Q12,Q25,Q60,Q100,WF1,WF2,WF3,WF4,E_WF1,E_WF2,E_WF3,E_WF4,WFPOINT,WFTREAT,J,H,K,E_J,E_H,E_K,FLAG_2MASS,U,G,R,I,Z,E_U,E_G,E_R,E_I,E_Z,logL_TIR,logL_FIR,logL_60u,logL_12u,logL_22u,logL_K,ML_RATIO,logSFR_TIR,logSFR_FIR,logSFR_60u,logSFR_12u,logSFR_22u,logSFR_HEC,FLAG_SFR_HEC,logM_HEC,logSFR_GSW,logM_GSW,MIN_SNR,METAL,FLAG_METAL,CLASS_SP,AGN_S17,AGN_HEC,Separation,merge_D,merge_V,merge_T,merge_logKLum,merge_Kmag,merge_Bmag,logSFR_total,SFR_total,logM_total,M_total,sSFR,logsSFR,M_ratio,logM_ratio,ID,gr,bv,bu,MB,MR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4581682,SDSSJ162940.58+205809.3,SDSS J162940.58+205809.3,,,,1237662224628842606,-,247.419289,20.969153,0,0.181,0.127,126.1,H,1,,,46.1,-60.0,21.9,176.6,24.49,0,0,3.7135,1.6983,2.3506,5.8668,1.4879,9.2686,Z,18.454,17.493,,,0.022,0.5,,,0.211,,,,,,0,0,0,0,15.624338,15.729872,12.42474,9.553919,0.026793,0.097523,0.315827,0.758571,1,1,,,,,,,0,18.865,17.829,17.281,17.176,17.313,0.019,0.007,0.006,0.007,0.014,,,,,,,0.792,,,,,,,,,,,,,-1,-1,?,?,,3.7135,-60.0,,,,17.493000030517578,,,,,,,,,3240,0.54800034,,-0.96100044,-10.355917110740503,-13.906844230918203
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4581686,SDSSJ203804.75-002020.2,SDSS J203804.75-002020.2,,,,1237656568110776467,-,309.519894,-0.339074,0,0.078,0.052,172.9,H,1,,,49.01,-54.0,31.5,42.5,33.22,0,0,2.3384,1.0187,1.5126,3.6151,0.9784,5.5889,Z,20.781,19.681,,,0.09,0.5,,,0.394,,,,,,0,0,0,0,16.613363,16.588705,,,0.074857,0.266293,,,1,1,,,,,,,0,21.389,20.211,19.331,19.055,19.129,0.108,0.021,0.014,0.015,0.05,,,,,,,0.921,,,,,,,,,,,,,-1,-1,?,?,,2.3384,-54.0,,,,19.680999755859375,,,,,,,,,3241,0.88000107,,-1.1000004,-7.163594255887524,-12.10027215947881
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4581742,SDSSJ153935.22+344820.7,SDSS J153935.22+344820.7,,,,-,-,234.896642,34.805691,0,0.022,0.022,0.0,H,2,,,29.14,-16.0,,254.4,,0,0,4.2287,1.948,2.6678,6.703,1.683,10.6249,Z,20.031,21.455,,,0.294,0.5,,,0.103,,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,4.2287,-16.0,,,,21.454999923706055,,,,,,,,,3242,,,1.4239998,-6.676034455012562,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4581744,SDSSJ122158.28+331537.9,2MASS J12215824+3315374,,,12215824+3315374,1237665227842519125,-,185.492868,33.260628,0,0.151,0.062,88.0,H,1,,,67.85,-18.0,10.2,167.6,17.17,0,0,3.6419,1.6586,2.3096,5.7426,1.4647,9.0553,Z,20.29,19.044,,,0.078,0.5,,,0.069,,,,,,0,0,0,0,14.596219,14.504629,11.984076,,0.010709,0.035845,0.233606,,1,1,15.289,14.688,14.489,0.064,0.08,0.097,3,22.008,19.909,18.451,17.535,17.039,0.169,0.018,0.009,0.007,0.011,,,,38.3053,,6.643,,,,,-3.562,,-3.573,W3,6.5579,,,,,-1,-1,?,?,,3.6419,-18.0,,6.64300012588501,14.48900032043457,19.04400062561035,-3.572999954223633,2.673006690408842E-4,6.5578999519348145,3613266.145339229,7.397757549237737E-11,-10.130899906158447,,,3243,1.4580002,,-1.2460003,-8.762639457790097,-12.879099355785442
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4581787,SDSSJ134121.49+630226.0,2MASS J13412151+6302261,,,13412151+6302261,1237651250429231141,-,205.339737,63.040599,0,0.077,0.056,44.9,H,1,,,44.15,-48.0,20.7,238.9,23.26,0,0,4.1366,1.9114,2.6059,6.5663,1.6417,10.423,Z,21.0,19.205,,,0.14,0.5,,,0.081,,,,,,0,0,0,0,14.604077,14.48678,13.665722,,0.006646,0.021107,0.655656,,0,0,15.975,15.326,15.03,0.071,0.091,0.113,3,21.029,18.968,17.756,17.189,16.818,0.116,0.011,0.007,0.006,0.011,,,,,,6.5373,1.071,,,,,,,,6.567,,,,,-1,-1,?,?,,4.1366,-48.0,,6.537300109863281,15.029999732971191,19.204999923706055,,,6.566999912261963,3689775.2402771814,,,,,3244,1.2119999,,-1.7950001,-8.878217714380941,-13.490725226414387
UGC08215,197.01499999999996,46.82805555555556,0.85,0.7,0.04,13.6,*,25,10,Ir,N,224,4.57,TRGB,1.13,52,3,0.0,24.3,7.18,6.16,,7.28,304,0.4,NGC4736,0.5,1.39,,16.03,0.1,,17.7,0.05,,15.94,,,20.79,0.16,224,2,2,2008MNRAS.386.1667B,28.3,0.06,-12.31,,-3.46,,-0.5,,0.87,,-2.95,,0.01,,0.36,1.5135612484362071E7,1445439.770745928,1.905460717963248E7,3.467368504525317E-4,0.001122018454301963,7.343776523772473E-4,-3.1340805474888884,734377.6523772472,5.865919452511111,9081367.490617242,6.958151250383644,45506,UGC08215,UGC 08215,UGC 08215,,,1237661434311934090,-,197.014871,46.827966,0,0.448,0.448,0.0,H,2,9.9,0.5,44.52,219.4,2.5,468.5,12.87,3,1,4.3896,0.3915,3.9102,4.697,3.5053,4.8878,N,17.145,15.941,15.7,15.7,0.033,0.144,0.1,0.1,0.046,0.21,,,,,0,0,0,0,14.827802,14.801648,10.019345,,0.068316,0.11436,0.219431,,0,0,,,,,,,0,17.393,16.328,16.267,16.293,16.613,0.03,0.012,0.054,0.012,0.064,,,,39.2534,,,,,,,-2.719,,-2.731,W3,,,,,,-1,-1,?,?,0.4526580198249049,4.3896,219.4,9.9,7.18,13.6,15.940999984741211,-2.7309999465942383,0.0018578046835483616,7.093813852383716,1.2411202237176899E7,1.4968772952417422E-10,-9.824813798977955,2.0419156069344444,0.3100377885833696,3245,0.060998917,0.24100018,-1.2040005,-12.271124751198904,-14.789537161460045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4586264,LYNX-2:[MKK97]403235,SDSS J084629.49+442641.8,,,,-,-,131.623326,44.445029,0,0.058,0.058,0.0,S,2,,,,-168.0,,-40.6,,0,0,1.3709,0.5828,0.8962,2.0972,0.5859,3.2081,Z,21.34,21.94,,,0.1,0.5,,,0.117,,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,1.3709,-168.0,,,,21.940000534057617,,,,,,,,,3246,,,0.6000004,-3.7450283480878745,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4586648,APMUKS(BJ)B033033.04-460730.7,2MASS J03321157-4557252,,,03321157-4557252,-,-,53.048481,-45.956822,0,0.116,0.097,155.0,Y,1,,,,220.0,49.0,-72.9,50.14,0,0,1.2004,0.4973,0.7932,1.8166,0.5241,2.7491,Z,,,,,,,,,0.043,,,,,,0,0,0,0,,,,,,,,,0,0,15.729,15.379,15.688,0.075,0.124,,3,,,,,,,,,,,,,,,,5.1994,,,,,,,,,,,,,,-1,-1,?,?,,1.2004,220.0,,5.199399948120117,15.687999725341797,,,,5.113213800503834,129781.80215788992,,,,,3247,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4587080,PGC4587080,,,,,-,-,359.39955,-60.455217,1,,,," ",0,,,,349.0,138.0,95.5,138.48,0,0,2.9836,1.362,1.8901,4.7096,1.1974,7.4342,Z,,,,,,,,,0.049,,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,2.9836,349.0,,,,,,,,,,,,,3248,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589315,[RGC2002]033,2MASS J03240017-5234239,,,03240017-5234239,-,-,51.000679,-52.573262,0,0.131,0.104,56.0,Y,1,,,,119.0,35.6,-181.5,37.05,0,0,0.9576,0.3668,0.6529,1.4046,0.4452,2.06,Z,,,,,,,,,0.071,,,,,,0,0,0,0,,,,,,,,,0,0,15.132,14.827,14.663,0.054,0.057,0.092,3,,,,,,,,,,,,,,,,5.4132,,,,,,,,,5.328,,,,,-1,-1,?,?,,0.9576,119.0,,5.4131999015808105,14.663000106811523,,,,5.328000068664551,212813.9382454229,,,,,3249,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589317,[RGC2002]094,GALEXASC J032541.74-525504.5,,,,-,-,51.423736,-52.917925,0,0.072,0.035,129.0,Y,1,,,,176.0,109.9,-125.2,110.37,0,0,1.0571,0.4381,0.6985,1.6,0.4615,2.4216,Z,,,,,,,,,0.078,,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,1.0571,176.0,,,,,,,,,,,,,3250,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589319,[RGC2002]178,2MASS J03274006-5159230,,,03274006-5159230,-,-,51.917189,-51.989649,0,0.134,0.102,3.0,Y,1,,,,17.0,36.8,-283.6,38.2,0,0,0.8096,0.3285,0.5396,1.2147,0.3596,1.8226,Z,,,,,,,,,0.065,,,,,,0,0,0,0,,,,,,,,,0,0,15.32,14.89,14.826,0.051,0.078,0.119,3,,,,,,,,,,,,,,,,5.2022,,,,,,,,,5.117,,,,,-1,-1,?,?,,0.8096,17.0,,5.202199935913086,14.826000213623047,,,,5.117000102996826,130918.22334836627,,,,,3251,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589320,[RGC2002]193,2MASS J03274718-5230032,,,03274718-5230032,-,-,51.946838,-52.501022,0,0.142,0.109,21.0,Y,1,,,,9.0,13.1,-292.2,16.59,0,0,0.8011,0.3288,0.5314,1.2076,0.3525,1.8205,Z,,,,,,,,,0.062,,,,,,0,0,0,0,,,,,,,,,0,0,14.523,14.071,14.026,0.034,0.044,0.064,3,,,,,,,,,,,,,,,,5.5129,,,,,,,,,5.4277,,,,,-1,-1,?,?,,0.8011,9.0,,5.512899875640869,14.026000022888184,,,,5.427700042724609,267731.8523355137,,,,,3252,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589321,[RGC2002]228,2MASS J03281293-5215596,,,03281293-5215596,-,-,52.053632,-52.266565,0,0.124,0.085,18.0,Y,1,,,,10.0,137.5,-291.0,137.88,0,0,0.8022,0.3293,0.5321,1.2093,0.353,1.8231,Z,,,,,,,,,0.066,,,,,,0,0,0,0,,,,,,,,,0,0,15.549,15.259,15.142,0.077,0.098,0.138,3,,,,,,,,,,,,,,,,5.0677,,,,,,,,,4.9825,,,,,-1,-1,?,?,,0.8022,10.0,,5.067699909210205,15.142000198364258,,,,4.982500076293945,96050.59871219733,,,,,3253,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589322,[RGC2002]247,2MASS J03282766-5327287,,,03282830-5327281,-,-,52.117262,-53.457804,0,0.126,0.095,36.0,Y,1,,,,79.0,11.6,-223.3,15.37,0,0,0.8907,0.3542,0.5985,1.3256,0.4021,1.9728,Z,,,,,,,,,0.068,,,,,,0,0,0,0,,,,,,,,,0,0,15.584,15.225,15.282,0.076,0.103,0.186,3,,,,,,,,,,,,,,,,5.1027,,,,,,,,,5.0175,,,,,-1,-1,?,?,,0.8907,79.0,,5.102700233459473,15.281999588012695,,,,5.017499923706055,104111.79247267007,,,,,3254,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589327,[RGC2002]572,2MASS J03324847-5251507,,,03324847-5251507,-,-,53.201881,-52.863925,0,0.128,0.091,34.0,Y,1,,,,33.0,18.1,-269.5,20.71,0,0,0.8257,0.3364,0.5494,1.2409,0.3656,1.8649,Z,,,,,,,,,0.093,,,,,,0,0,0,0,,,,,,,,,0,0,15.695,15.207,15.326,0.07,0.097,0.183,3,,,,,,,,,,,,,,,,5.0193,,,,,,,,,4.9341,,,,,-1,-1,?,?,,0.8257,33.0,,5.0192999839782715,15.326000213623047,,,,4.934100151062012,85921.16383143113,,,,,3255,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589361,[RGC2002]062,,,,03244641-5302082,-,-,51.19343,-53.035943,0,0.196,0.169,22.0,Y,1,,,,18.0,13.0,-283.2,16.52,0,0,0.81,0.3287,0.5399,1.2154,0.3598,1.8235,Z,,,,,,,,,0.066,,,,,,0,0,0,0,,,,,,,,,0,0,10.543,10.222,10.143,0.021,0.023,0.02,3,,,,,,,,,,,,,,,,7.0758,,,,,,,,,6.9906,,,,,-1,-1,?,?,,0.81,18.0,,7.075799942016602,10.142999649047852,,,,6.990600109100342,9785885.029519595,,,,,3256,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4604521,GOODSJ123611.06+620851.6,2MASS J12361109+6208513,,,12361109+6208513,1237655464306409572,-,189.046196,62.147494,0,0.034,0.034,0.0,S,2,,,,0.0,,268.3,,0,0,4.3097,1.9661,2.731,6.801,1.7306,10.7325,Z,,,,,,,,,0.049,,,,,,0,0,0,0,15.594404,15.458133,,,0.018629,0.060475,,,1,1,16.348,15.678,15.595,0.125,0.143,,3,21.921,19.481,18.315,17.901,17.634,0.158,0.012,0.008,0.008,0.018,,,,,,6.3469,1.049,,,,,,,,,,,,,-1,-1,?,?,,4.3097,0.0,,6.34689998626709,15.595000267028809,,,,6.2607138386508066,1822694.3134871677,,,,,3257,1.1660004,,,,-12.999034144264414
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4604542,GOODSJ123713.13+621611.8,2MASS J12371316+6216109,,,12371316+6216109,1237655369825845342,-,189.30464,62.269911,0,0.039,0.039,0.0,S,2,,,,0.0,,268.8,,0,0,4.3126,1.9674,2.7328,6.8055,1.7318,10.7395,Z,,,,,,,,,0.053,,,,,,0,0,0,0,15.64189,15.705759,,13.669938,0.021371,0.08353,,22.39741,1,1,16.253,15.597,15.559,0.096,0.119,0.181,3,20.922,18.728,17.842,17.545,17.359,0.082,0.008,0.006,0.007,0.017,,,,,,6.3619,0.924,,,,,,,,6.3274,,,,,-1,-1,?,?,,4.3126,0.0,,6.3618998527526855,15.559000015258789,,,,6.327400207519531,2125201.9587615686,,,,,3258,0.8860016,,,,-13.415218506072708
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4604931,GOODSJ123616.78+621543.7,2MASS J12361677+6215432,,,12361677+6215432,1237655369825779884,-,189.06975,62.261956,0,0.039,0.039,0.0,S,2,,,,0.0,,268.5,,0,0,4.3109,1.9666,2.7318,6.8029,1.7311,10.7354,Z,,,,,,,,,0.051,,,,,,0,0,0,0,14.48187,14.441184,12.861678,,0.007241,0.025358,0.384761,,1,1,15.598,15.086,14.561,0.065,0.074,0.082,3,23.093,20.557,19.094,17.71,16.979,0.462,0.025,0.012,0.007,0.013,,,,,,6.7607,,,,,,,,,6.6755,,,,,-1,-1,?,?,,4.3109,0.0,,6.760700225830078,14.560999870300293,,,,6.67549991607666,4736962.166372679,,,,,3259,1.4629993,,,,-12.310484712855718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4605366,GOODSJ123658.05+621728.5,2MASS J12365807+6217283,,,12365807+6217283,1237655369825845254,-,189.24181,62.290974,0,0.04,0.04,0.0,S,2,,,,0.0,,268.8,,0,0,4.3123,1.9673,2.7327,6.8051,1.7317,10.7389,Z,,,,,,,,,0.053,,,,,,0,0,0,0,14.539876,14.573642,,,0.008114,0.030328,,,1,1,15.126,14.736,14.534,0.044,0.059,0.072,3,18.357,17.043,16.474,16.235,16.108,0.015,0.004,0.004,0.004,0.008,,,,,,6.7718,0.8,,,,,,,,6.6749,,,,,-1,-1,?,?,,4.3123,0.0,,6.7718000411987305,14.534000396728516,,,,6.674900054931641,4730423.842326117,,,,,3260,0.56899834,,,,-14.609994500141058
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4605600,GOODSJ123634.67+621354.2,S-CANDELS J123634.66+621353.7,,,,-,-,189.144582,62.231734,0,,,," ",0,,,,0.0,,268.6,,0,0,4.3111,1.9667,2.7319,6.8033,1.7312,10.736,Z,,,,,,,,,0.052,,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,4.3111,0.0,,,,,,,,,,,,,3261,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4606182,GOODSJ123620.10+620854.6,S-CANDELS J123620.12+620854.1,,,,-,-,189.083765,62.148355,0,0.074,0.074,0.0,S,2,,,,0.0,,268.4,,0,0,4.31,1.9662,2.7312,6.8015,1.7307,10.7331,Z,,,,,,,,,0.049,,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,4.31,0.0,,,,,,,,,,,,,3262,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4606414,GOODSJ123625.32+620755.1,S-CANDELS J123625.33+620754.5,,,,-,-,189.105289,62.131982,0,,,," ",0,,,,0.0,,268.4,,0,0,4.31,1.9662,2.7312,6.8015,1.7307,10.7331,Z,,,,,,,,,0.049,,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,4.31,0.0,,,,,,,,,,,,,3263,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4606883,GOODSJ123655.96+620858.1,SDSS J123655.95+620857.7,,,,1237655464306475099,-,189.233223,62.149301,0,0.037,0.037,0.0,S,2,,,,0.0,,268.5,,0,0,4.311,1.9667,2.7319,6.8031,1.7311,10.7356,Z,,,,,,,,,0.05,,,,,,0,0,0,0,19.498058,18.483408,14.160425,,0.760378,1.097445,1.35893,,1,1,,,,,,,0,20.927,20.025,19.703,19.629,19.748,0.073,0.017,0.018,0.022,0.091,,,,,,,0.715,,,,,,,,,,,,,-1,-1,?,?,,4.311,0.0,,,,,,,,,,,,,3264,0.3220005,,,,-11.769662574181972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4607308,GOODSJ123656.51+620837.7,SDSS J123656.50+620837.4,,,,-,-,189.235307,62.143747,0,0.023,0.023,0.0,S,2,,,,0.0,,268.5,,0,0,4.311,1.9667,2.7318,6.803,1.7311,10.7356,Z,,,,,,,,,0.049,,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,4.311,0.0,,,,,,,,,,,,,3265,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4607480,GOODSJ123621.47+620914.4,S-CANDELS J123621.46+620913.9,,,,1237655464306410496,-,189.089526,62.153915,0,0.074,0.074,0.0,S,2,,,,0.0,,268.4,,0,0,4.3101,1.9663,2.7313,6.8016,1.7308,10.7333,Z,,,,,,,,,0.049,,,,,,0,0,0,0,17.949734,,,13.135516,0.171372,,,15.79623,1,1,,,,,,,0,25.116,24.169,23.881,22.224,21.785,0.753,0.391,0.505,0.18,0.49,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,4.3101,0.0,,,,,,,,,,,,,3266,0.2880001,,,,-8.00926207143819
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4607516,GOODSJ123713.97+621253.6,S-CANDELS J123713.98+621253.2,,,,-,-,189.308136,62.214914,0,,,," ",0,,,,0.0,,268.7,,0,0,4.3121,1.9672,2.7325,6.8048,1.7316,10.7383,Z,,,,,,,,,0.052,,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,4.3121,0.0,,,,,,,,,,,,,3267,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4607643,GOODSJ123718.88+621240.8,GOODS J123718.88+621240.8,,,,-,-,189.328793,62.211318,0,,,," ",0,,,,0.0,,268.8,,0,0,4.3122,1.9672,2.7326,6.8049,1.7316,10.7386,Z,,,,,,,,,0.052,,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,4.3122,0.0,,,,,,,,,,,,,3268,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4608343,GOODSJ123635.28+620636.5,SDSS J123635.27+620636.1,,,,-,-,189.147066,62.110069,0,0.026,0.026,0.0,S,2,,,,0.0,,268.4,,0,0,4.3101,1.9663,2.7313,6.8016,1.7308,10.7333,Z,,,,,,,,,0.048,,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,4.3101,0.0,,,,,,,,,,,,,3269,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4608575,GOODSJ123617.70+621045.1,S-CANDELS J123617.70+621044.5,,,,1237655464306410488,-,189.073749,62.179181,0,0.074,0.074,0.0,S,2,,,,0.0,,268.4,,0,0,4.3102,1.9663,2.7313,6.8018,1.7308,10.7336,Z,,,,,,,,,0.05,,,,,,0,0,0,0,19.18637,19.060205,,10.059672,0.555111,1.850133,,1.010682,0,0,,,,,,,0,23.467,23.685,22.773,21.424,20.289,0.66,0.349,0.272,0.116,0.187,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,4.3102,0.0,,,,,,,,,,,,,3270,0.91199875,,,,-9.014100581947593
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4608577,GOODSJ123608.20+620846.8,SDSS J123608.21+620846.7,,,,-,-,189.034226,62.146374,0,0.041,0.041,0.0,S,2,,,,0.0,,268.3,,0,0,4.3097,1.9661,2.731,6.8009,1.7306,10.7322,Z,,,,,,,,,0.049,,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,4.3097,0.0,,,,,,,,,,,,,3271,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4608690,ANDROMEDA17,Andromeda XVII,Andromeda XVII,,,-,-,9.279583,44.32,1,0.813,0.813,0.0,K,2,,,,-251.6,1.9,-92.9,9.3,3,1,0.7501,0.035,0.7205,0.7811,0.6841,0.838,N,,,16.377,16.377,,,0.432,0.432,0.322,,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,0.7501,-251.6,,,,,,,,,,,,,3272,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4609883,[RGD2004]J051323.30+073735.0,2MASX J05132331+0737354,,,05132331+0737354,-,-,78.347139,7.626445,0,0.235,0.188,35.0,2,1,,,,47.0,41.0,-65.4,42.48,0,0,1.2315,0.5246,0.8043,1.8856,0.5253,2.887,Z,,,,,,,,,0.814,,,,,,0,0,0,0,,,,,,,,,0,0,13.183,12.634,12.213,0.045,0.064,0.065,2,,,,,,,,,,,,,,,,6.6117,,,,,,,,,6.5265,,,,,-1,-1,?,?,,1.2315,47.0,,6.611700057983398,12.213000297546387,,,,6.526500225067139,3361245.4323892724,,,,,3273,,,,,
